Inspector 1, Inspector 2C2, Inspector 2C3, Workstation 1,Workstation 2,Workstation 3 
1.7304959,17.446972,6.232923,4.046897,26.974693,6.781807,
18.231306,13.267851,3.580518,0.7368891,0.7808469,5.494346,
12.245596,20.225346,64.37493,0.7991827,8.642349,2.0110629,
2.6701524,3.317211,18.73732,3.1992025,31.248133,22.286106,
6.6498375,6.799829,18.702948,0.5598328,0.75765496,1.3875113,
17.719034,2.8694675,30.254002,4.2630014,21.439024,4.506806,
14.942365,18.081476,16.442995,1.1818196,2.7337809,12.746251,
10.29142,8.16194,55.50665,17.33717,5.6512637,1.8216558,
2.158642,17.508867,4.72117,16.0017,7.2855573,20.881306,
4.3060145,32.062286,10.389263,6.649961,34.932312,6.9034014,
16.713268,29.29004,6.922951,1.0054643,6.4466243,5.2409587,
5.7770076,0.8064923,16.869293,2.1823726,11.66415,26.261335,
15.745267,0.24436837,21.181454,0.8179147,0.4505542,10.176073,
4.6988816,31.072166,14.451024,8.8079195,23.327179,1.1868366,
1.3429128,28.90135,0.33915427,0.42289123,17.226957,12.568893,
1.0661428,6.222373,30.385738,2.0908513,14.196217,12.346383,
9.692235,5.727562,41.13427,15.03747,3.6227648,8.428392,
2.356485,7.828589,26.419807,2.649212,16.806814,11.272412,
10.738399,17.98748,7.1839275,3.1961687,12.8684,4.7136917,
7.6743445,7.5991096,17.390907,8.20181,1.9058788,7.7026043,
21.921688,1.1624919,22.846825,2.097014,7.3617396,3.0548947,
6.8463593,8.413391,2.193729,2.811075,36.478485,3.2086387,
14.717624,20.747889,5.7861495,14.12461,14.859897,3.1705647,
30.222767,19.010777,6.850426,9.882193,9.113149,2.4102988,
10.872021,12.106539,35.86186,1.4497335,4.4060736,28.241293,
8.717871,12.188438,31.366636,9.677943,1.1161935,3.0097263,
10.599435,15.502883,19.679995,16.532465,6.745022,0.76387936,
13.931003,28.927765,3.2310317,0.12550272,0.7198266,13.13699,
2.7294216,9.170808,2.669538,25.742907,22.97671,2.388507,
3.918051,7.5414996,16.399004,8.057742,1.3063625,0.8644655,
2.6789603,11.667919,19.59258,1.8733497,7.2358913,18.07768,
21.7024,5.5506005,13.76417,7.507354,10.533374,5.2692876,
0.98163587,38.903614,9.686665,2.2664576,4.8241444,8.069379,
1.9907571,2.0183017,26.860346,0.84729505,14.573662,0.9148273,
6.4519315,40.567734,11.721037,6.5993276,4.5151544,1.3589908,
3.4674566,16.305847,12.37831,0.5266077,0.06986333,2.0584943,
0.0330256,18.951115,39.159527,6.7244368,24.720144,30.77379,
2.4438195,6.070269,15.610555,1.670548,0.001806466,10.231083,
12.432054,29.897795,0.12752841,20.19986,20.657091,5.035412,
19.781477,8.803991,13.963739,2.0088487,0.8351387,10.927767,
15.572478,6.769806,1.2077687,27.300985,0.434931,2.747416,
6.6048074,1.1015248,72.12456,0.5225577,12.76765,0.8100326,
10.002679,48.36085,0.07415402,0.27611318,18.91717,7.9599085,
5.7318373,39.590214,21.096094,0.3103263,3.1322856,6.1152453,
8.265165,7.227527,31.8281,0.22601146,13.259075,18.383854,
1.6406982,2.2543592,2.0480247,3.346736,10.614314,14.31864,
11.750288,11.233211,36.45738,11.592164,76.21625,0.7216442,
21.959831,8.414984,9.565198,0.2776993,0.51785374,10.227129,
11.800199,4.823046,45.83184,6.09269,13.831512,11.128673,
21.309942,3.9154007,36.27984,2.6054592,0.56576717,0.3661757,
7.201457,11.33284,10.422162,7.709537,13.422022,1.2855474,
27.903479,8.217334,16.202328,9.032762,14.556408,2.0481064,
43.295513,2.0398228,24.36074,1.4036752,13.348632,2.7617946,
24.993168,12.341844,12.111177,0.41342196,1.2801096,20.477905,
9.238539,3.0499597,17.17224,4.7754817,18.318462,20.04924,
3.0700877,46.490944,47.237022,4.892122,1.579104,1.0777116,
0.07706329,10.100709,1.9937391,4.335634,10.208146,3.4102576,
10.631628,31.424244,21.657179,2.9573586,19.457952,8.411013,
27.5214,2.1644197,0.17391868,8.415076,27.11718,3.7704105,
2.037163,7.0903234,64.72965,4.7768464,4.4072766,8.171281,
10.768204,1.7677807,2.9136384,1.094042,5.7131605,10.645358,
20.604452,11.691585,22.414772,2.6219044,73.698135,1.5827518,
33.439766,7.60098,47.770805,0.18572968,7.778349,12.942539,
9.488804,19.325752,8.817722,0.5020216,6.8108845,8.761084,
13.4804535,3.7749274,34.621887,3.5671043,2.7973278,13.609856,
27.46912,1.041835,4.6670394,1.9028733,12.547277,10.615514,
1.3228863,32.56237,22.933584,3.1454732,53.459995,2.6121235,
1.5988572,13.36092,46.93129,3.345728,7.875521,10.242199,
5.312934,1.1559483,19.239683,5.366358,26.088217,0.53390825,
3.1888394,9.678829,9.348325,5.8217144,4.5248356,13.457626,
11.267595,10.385448,6.539857,5.211006,12.072664,11.6191635,
0.7946916,12.017935,14.797971,3.5911295,13.818212,12.628641,
0.22935328,5.317233,4.4593287,2.062558,37.779053,16.069365,
8.154519,8.696326,1.0466424,3.9539986,2.6270478,0.07499879,
2.4031897,5.0688243,6.1997123,1.7008129,24.73127,2.8446167,
5.7514124,0.850714,28.042072,9.542357,5.862693,16.919151,
16.84183,14.635755,4.0530734,5.8647175,4.7107897,26.932405,
23.554682,34.651936,18.466331,0.5718886,11.031268,0.44963196,
1.0607142,8.255911,23.692757,0.73120123,0.707767,3.1982365,
8.447155,0.4971906,49.93472,8.083447,7.0244894,1.131334,
25.682703,29.163988,20.835783,2.3246727,7.9333024,2.5916965,
3.0165331,48.862766,2.4869473,3.479054,0.38552096,6.6379366,
21.981794,0.7859725,12.509431,4.29771,1.5693611,0.62070155,
0.38128418,6.969829,75.443275,1.7379531,17.152597,4.263798,
2.1191761,21.637156,20.437346,8.777226,19.26899,12.018277,
0.8001853,6.390269,22.955643,5.9091125,3.8421986,27.826887,
3.8543437,11.039782,61.9418,1.6757066,20.181337,1.6022923,
2.981495,21.054287,31.768011,7.5583825,3.6118002,18.127214,
7.129029,4.4087234,46.06261,11.3854,5.536938,5.1376834,
10.688375,29.733006,23.430508,0.5686205,13.893993,0.2059576,
