Inspector 1, Inspector 2C2, Inspector 2C3, Workstation 1,Workstation 2,Workstation 3 
7.359898,3.2341092,36.468178,0.11315884,11.446308,1.0330074,
4.985047,0.48045298,31.435253,4.5719314,21.497355,25.698095,
5.743658,12.774205,42.168674,0.693356,6.615946,34.4687,
6.404407,5.286967,26.08354,0.051474422,2.883223,0.30900162,
2.6548011,21.11602,0.09931321,0.11577626,2.31994,7.6067295,
18.360708,17.32192,33.650463,15.352476,87.911606,3.6506686,
0.33285508,0.35422269,11.182476,0.9216453,13.368625,3.6513276,
2.3798525,11.718936,28.208656,7.62095,23.588503,3.3232076,
13.337558,41.84924,12.020506,12.020828,7.919686,6.391912,
5.751564,19.786968,18.007418,10.312237,9.605408,6.3104763,
17.374754,10.488114,2.715918,0.3009923,11.24319,11.529961,
3.1165287,53.78142,1.5429646,3.5861537,20.969297,6.537024,
13.317754,37.05644,8.415469,1.8044728,13.238742,0.9675183,
14.061477,17.937822,24.57279,0.7190722,29.470875,3.9184651,
2.2186937,6.553497,8.055978,1.4557505,17.070387,0.09459693,
2.9143589,16.143064,94.75173,5.4185953,6.4217825,40.33907,
9.790528,8.530674,7.3644185,7.605147,6.7725725,3.622235,
9.952178,38.351303,5.683473,7.6541395,3.8303275,15.833548,
9.13282,14.637047,52.857918,12.652709,1.6060427,3.2191362,
10.420542,8.701587,37.20657,2.0706923,0.5833973,12.812877,
31.289503,2.6150982,24.597038,9.7808275,27.241322,10.659299,
12.71841,8.437205,35.598785,2.6389716,10.106956,11.785145,
2.7618468,15.529375,2.1698806,3.8860545,3.662234,1.0203121,
7.3880806,4.558166,12.411197,8.191012,3.426059,9.378617,
12.30218,8.658271,29.777729,3.0306625,16.156738,0.94097495,
0.42595354,10.968468,31.851517,6.851035,10.200757,2.145791,
8.349952,35.151073,4.090565,9.984755,26.163721,1.0076151,
11.376933,18.536327,4.7897534,14.638137,9.264834,9.285492,
5.054431,20.724043,1.7513275,10.8116,1.0574424,22.057007,
4.4485574,15.497732,9.724896,1.165644,9.73822,9.9102955,
11.901837,0.7699389,11.728105,6.364866,1.7214091,0.23334557,
10.293194,5.2060738,33.967712,0.43163875,5.491921,1.607699,
12.540928,17.916634,4.1319923,3.8321881,4.731838,9.56101,
