Inspector 1, Inspector 2C2, Inspector 2C3, Workstation 1,Workstation 2,Workstation 3 
12.166394,68.03646,7.210625,7.015654,17.950214,17.515957,
4.914194,11.533718,54.789833,4.3154006,2.461206,0.6201086,
4.510694,2.5877573,3.4746785,1.4180745,24.88768,10.866408,
12.197508,16.555408,20.763868,5.121691,0.7127252,0.60494965,
4.885051,25.422726,46.90747,3.0289423,0.6583957,11.668345,
3.4363136,11.8866005,10.994354,0.32845375,4.983431,3.9460225,
10.089167,13.7603655,1.1724646,3.4134984,53.640938,0.014633181,
1.1202769,7.695342,27.658043,1.384195,9.017731,1.6038102,
0.4660764,17.407341,51.745148,6.7819533,1.4626423,1.0787256,
19.843014,4.0718884,6.9255247,1.0249813,1.6564828,2.411631,
0.83939695,10.246853,34.620674,3.926627,13.91697,5.0670943,
20.619802,35.80833,40.125237,1.8094875,33.73272,1.9230543,
0.15410013,23.031301,52.519226,17.981245,11.528115,0.5115243,
35.649734,9.918285,16.221039,6.2351046,2.9927485,15.244903,
1.0524862,42.21118,15.257804,4.7886615,9.756257,8.295791,
6.028668,13.435805,3.9373808,16.359922,4.1015277,25.10827,
2.912938,2.9905677,22.283636,0.1275538,5.8943005,13.309101,
0.044700757,22.480402,12.501527,7.7866254,7.0250683,0.31347057,
6.1441894,7.816372,0.5299262,0.5277731,19.557425,18.198277,
1.2107401,10.802759,23.77849,12.064618,0.95404685,2.2999873,
1.1851428,63.589966,31.84493,1.3624368,4.8964,6.785706,
2.503374,5.8085237,1.4278196,13.823158,13.368422,4.236258,
0.43460175,34.000004,1.8925651,5.9862585,2.3408825,21.476538,
7.1710706,28.70678,10.791575,0.65592146,4.9909425,1.7075382,
0.25104895,10.317672,38.192223,3.691288,0.06652245,0.57116234,
9.359081,1.2244315,17.282019,1.4383545,4.3825,8.556347,
0.31962943,18.421259,5.6827703,15.924127,5.5039744,8.429881,
10.220182,4.5395627,49.557487,2.012925,8.323488,2.4559999,
0.48333412,2.8730414,0.054201134,3.4169016,6.806956,29.546389,
30.382454,6.1245127,4.1523986,0.60830295,13.002607,3.8488302,
3.2256038,10.143575,96.09375,1.1681623,9.067723,1.7444535,
3.0168455,6.380306,16.246168,2.1440802,11.9628935,6.965835,
15.769473,11.9518175,13.238696,1.0229818,12.826351,28.860996,
22.044653,28.809092,11.301368,2.1210463,0.6027902,12.7001705,
5.3797336,21.763632,7.176015,13.220441,1.1723117,3.4460628,
40.967957,7.404476,71.611725,3.9386184,6.282468,12.542131,
7.216232,28.515198,23.237526,2.1204486,15.545246,0.531589,
12.905714,0.5801062,11.532156,5.935404,5.1319766,20.755167,
9.634673,5.782348,31.196999,1.411216,46.746235,16.27044,
0.17287605,14.916996,17.965664,4.8371882,4.213856,9.977603,
5.4791393,10.44294,16.483168,4.0446277,32.442947,24.73901,
4.365454,17.17308,11.43838,13.852213,14.333541,8.579291,
10.248317,4.0234613,33.593716,1.8491858,,0.2957569,
7.905511,2.6617453,6.4395037,8.849831,,8.424554,
15.981565,,32.70637,6.226753,,0.7907922,
2.547307,,3.97783,3.0340943,,4.4009495,
5.911313,,6.1380553,5.0122967,,3.05761,
0.7525131,,9.393636,2.9073803,,
22.636696,,51.119034,0.36056894,,
0.8948763,,11.742959,5.681667,,
4.3018527,,18.320385,3.2150784,,
15.079133,,,0.059646603,,
1.6168503,,,2.4741085,,
2.096336,,,8.152092,,
3.646582,,,5.176074,,
15.794971,,,3.5688925,,
7.667512,,,1.0591546,,
6.6921334,,,2.230529,,
3.8862624,,,2.4818244,,
2.5917473,,,3.1063502,,
38.219223,,,3.8650167,,
11.9608,,,4.0309596,,
1.2061965,,,2.440347,,
28.164597,,,6.393916,,
5.461347,,,6.881849,,
7.0772386,,,0.37337375,,
4.8721204,,,6.4587007,,
16.923752,,,1.4285259,,
6.193718,,,3.6464927,,
9.802771,,,0.06911662,,
21.991459,,,1.1343168,,
6.8997984,,,1.3531873,,
14.078636,,,4.0554523,,
26.823807,,,0.6792165,,
40.705963,,,1.658866,,
0.6266102,,,0.8075298,,
7.5977697,,,3.9621317,,
22.919817,,,2.0573132,,
20.964909,,,4.0592847,,
33.37468,,,0.6827303,,
3.5477443,,,0.6496057,,
12.698672,,,34.76161,,
3.095885,,,4.4848394,,
12.495339,,,3.5411348,,
13.865501,,,0.012668486,,
15.602515,,,4.2002234,,
36.323997,,,2.7334087,,
19.136585,,,1.6786351,,
4.4825597,,,5.7249146,,
11.7315855,,,5.8522944,,
1.8617128,,,11.176821,,
3.6747043,,,0.29301745,,
15.518882,,,6.9352508,,
14.387286,,,12.678805,,
9.420359,,,15.759283,,
0.3212895,,,0.094666876,,
1.08952,,,1.0548948,,
1.5585736,,,3.6442108,,
4.275063,,,1.8926708,,
4.124908,,,10.231601,,
23.520681,,,1.1150733,,
4.210516,,,10.503221,,
8.234055,,,0.5719446,,
3.2534575,,,11.254475,,
2.1088054,,,1.9280108,,
25.857603,,,12.529108,,
7.266022,,,11.544325,,
1.1625478,,,2.7446027,,
0.040254094,,,3.5114143,,
10.803184,,,1.0709118,,
4.389022,,,3.493332,,
17.62552,,,1.430865,,
34.09778,,,3.6407228,,
27.481245,,,5.5112453,,
11.963671,,,1.932533,,
1.8555821,,,9.539112,,
3.0523653,,,3.2976468,,
5.906231,,,7.6533856,,
1.8007773,,,1.491072,,
2.3922048,,,13.535069,,
11.756392,,,2.387866,,
12.5911045,,,6.2999983,,
1.6468369,,,8.331826,,
8.670136,,,1.1185117,,
6.9863443,,,3.1080499,,
34.174625,,,1.9928081,,
19.59774,,,1.4351248,,
27.71195,,,3.3445876,,
3.639132,,,3.5446472,,
17.37493,,,7.8533754,,
21.87341,,,2.8036535,,
5.876312,,,3.407352,,
0.28045505,,,0.9844673,,
4.9075537,,,1.4688683,,
13.882409,,,0.9559008,,
2.6584883,,,8.409595,,
9.67815,,,0.2327615,,
17.906067,,,0.36138046,,
7.019465,,,8.730339,,
7.8841133,,,0.89504606,,
9.503308,,,0.9629767,,
21.264902,,,2.0622697,,
9.274411,,,6.9069624,,
13.67328,,,8.044956,,
8.4176655,,,10.344651,,
0.4326241,,,0.31221822,,
14.161323,,,5.547477,,
3.7546372,,,0.38800418,,
6.2634096,,,3.325573,,
6.085612,,,0.41868883,,
16.177723,,,2.4864082,,
21.604677,,,11.924128,,
8.652683,,,1.7989801,,
2.3271835,,,5.5604835,,
5.7175617,,,5.5396295,,
24.694038,,,5.539489,,
13.6630945,,,6.103537,,
36.223328,,,2.8708682,,
37.154366,,,10.601772,,
1.2249157,,,3.244803,,
26.183569,,,0.9903117,,
0.7759854,,,1.3659811,,
0.6579595,,,0.016419074,,
1.1819618,,,2.3095226,,
7.6144876,,,8.742882,,
23.713308,,,1.842994,,
5.117888,,,1.3046896,,
23.458805,,,2.4584332,,
0.24475345,,,0.9257722,,
0.13520873,,,0.8395198,,
29.115177,,,5.2070007,,
13.635782,,,0.31693098,,
29.448479,,,5.6519184,,
0.6929752,,,0.12930547,,
28.32503,,,2.1188247,,
3.1237812,,,5.7067137,,
9.195756,,,19.333796,,
8.64966,,,3.1349525,,
0.19172566,,,5.44277,,
3.865164,,,6.7809887,,
20.027124,,,0.29036134,,
18.660221,,,1.947881,,
2.4127216,,,1.3430343,,
3.0471456,,,12.31086,,
6.8328485,,,1.6391542,,
4.749987,,,2.2160869,,
17.854034,,,3.5642805,,
1.8968301,,,5.5705566,,
13.018999,,,0.965479,,
2.2874904,,,1.7128199,,
1.5404721,,,1.1847465,,
2.9968445,,,0.5370511,,
1.5875468,,,8.794512,,
27.571905,,,4.092535,,
32.26401,,,2.927263,,
13.558956,,,7.4249268,,
2.232625,,,8.762618,,
4.1667314,,,0.14010048,,
7.940307,,,5.4221535,,
1.6690435,,,1.9064473,,
0.86669266,,,10.396001,,
2.602393,,,1.7956092,,
14.726813,,,10.548028,,
2.876939,,,0.7865294,,
1.7342135,,,3.976104,,
13.449349,,,0.8115377,,
7.405036,,,3.3458033,,
30.55367,,,5.856424,,
1.5249348,,,3.1696084,,
5.9517617,,,0.3929306,,
11.063502,,,1.6217252,,
2.37021,,,2.4468231,,
7.7087235,,,4.6373367,,
1.1261348,,,11.129501,,
0.20892185,,,0.2442547,,
23.842012,,,1.5129987,,
11.170504,,,3.6018813,,
23.274197,,,0.011167786,,
0.7418451,,,2.4129386,,
33.26372,,,3.0628867,,
8.26729,,,4.0036483,,
0.39873025,,,3.422151,,
15.833347,,,2.9940217,,
8.263349,,,5.663265,,
21.06616,,,5.566141,,
11.584336,,,2.310101,,
2.6062295,,,2.2056718,,
13.505028,,,0.8266535,,
16.102402,,,1.0108318,,
9.711574,,,1.1962519,,
8.872638,,,10.440786,,
5.470085,,,4.7521977,,
1.6768489,,,5.0957446,,
4.0374446,,,4.5862803,,
26.68925,,,6.9231353,,
1.3416597,,,2.3261926,,
1.205899,,,3.585062,,
2.52973,,,2.0051742,,
4.1773963,,,1.3721838,,
17.420565,,,6.551308,,
58.701736,,,6.0976453,,
18.294569,,,2.4581027,,
3.8614786,,,0.9780174,,
14.387471,,,3.6069148,,
14.370479,,,0.84221387,,
3.7364433,,,0.10291446,,
11.922217,,,9.542338,,
9.368215,,,10.935567,,
15.974511,,,1.154317,,
32.069965,,,4.5966744,,
13.471986,,,2.8239634,,
41.4687,,,1.779856,,
4.024018,,,0.032469593,,
14.434372,,,1.5911441,,
5.798831,,,9.349317,,
14.023298,,,1.7526695,,
6.1402574,,,3.8934226,,
