Inspector 1, Inspector 2C2, Inspector 2C3, Workstation 1,Workstation 2,Workstation 3 
13.002634,6.088517,3.212055,1.0598736,17.83106,21.376732,
0.3622709,3.2362611,45.28472,3.006796,2.3671172,6.061951,
0.5403859,19.595768,7.7512984,2.531818,23.528587,14.200489,
15.133228,68.44455,0.100852996,1.6753137,0.0176415,10.295065,
1.1585397,7.6200366,51.04946,3.1085114,5.8726125,9.452885,
0.4338073,28.958872,29.805775,0.004661605,44.901516,2.7546175,
35.636818,84.328064,77.203705,4.0524635,14.192487,24.930277,
1.2389362,12.359631,1.4632072,1.9579031,10.531378,6.0056376,
8.818335,25.014324,12.141414,12.451423,13.102407,4.4729495,
4.4425526,14.391359,41.14586,6.363411,12.643374,1.9070876,
5.4008236,28.894592,4.691883,2.9815955,5.744758,3.374107,
0.4444784,14.97232,14.975446,0.3949109,18.124903,6.376476,
15.611159,28.40939,19.659122,15.972426,1.6717074,23.205183,
0.11084947,1.1540918,2.6434686,2.0845208,9.715488,11.921019,
0.08270876,0.5150701,27.998125,3.0369241,0.78014463,6.3898325,
1.1343616,7.814301,50.06922,5.0080404,5.1230235,33.58274,
11.666835,0.9495394,17.511976,1.2412852,5.9173913,6.7961783,
7.459165,5.326588,74.34,23.14066,7.1911173,6.6498294,
17.135212,19.395647,4.1923647,0.26185232,8.532882,4.362044,
9.006717,15.90946,14.150915,1.430949,3.4221466,9.82311,
16.646,6.7278695,9.912511,2.5371792,5.3930607,12.507266,
5.8907743,4.1809545,8.070542,0.29487857,0.36087704,15.801046,
2.0009768,1.8480322,0.19772723,1.8579425,17.55409,8.79449,
1.5693645,13.436349,3.9105744,21.039396,23.888908,8.964598,
17.647835,70.09802,43.075554,5.402641,0.4400542,3.7269917,
4.3964067,20.873917,34.13979,14.292049,15.230615,6.817783,
4.2684436,11.688061,10.728185,3.5700073,37.955685,6.7940183,
11.526381,17.411728,10.343893,2.6108003,7.362867,7.1579347,
13.128985,3.4893878,26.76772,0.3649414,17.873482,11.755917,
13.339366,32.927425,25.109156,8.297621,10.30423,0.08729863,
6.3331976,34.63634,37.304398,7.1790366,11.067031,0.15476501,
17.85211,45.04624,6.1282697,1.0774995,6.161994,10.840587,
0.21916942,18.084171,12.235685,5.522822,4.1988187,1.2048987,
4.941475,23.171446,41.38565,2.3126059,3.3300023,36.596985,
6.5228148,40.373173,29.706863,0.8568111,7.3475833,3.8928258,
8.958843,4.2512474,30.030771,6.722138,17.393538,5.6194863,
4.259923,1.1713518,5.061527,6.83642,4.864164,12.953462,
90.78692,6.193578,2.6145928,14.035689,18.375803,2.288108,
17.75658,12.880414,41.20819,2.9121737,6.665875,3.4140253,
22.70749,11.289742,13.010051,12.070723,6.4524875,4.164117,
2.50981,31.049644,21.543245,5.2494316,15.936964,1.1153215,
6.448958,9.823231,23.659195,0.22379245,43.67791,6.242534,
5.1652102,3.336843,8.587661,14.880757,5.519584,3.934034,
1.0791981,2.3492365,2.743242,0.59718627,4.1108513,2.6080668,
13.083795,16.987522,1.3200723,5.111164,2.0955117,4.305713,
13.121425,5.0636497,17.277666,0.16601011,32.405125,2.766116,
3.9635046,17.4416,50.10304,0.7881455,32.738823,19.949438,
3.7625506,0.09431809,11.131254,8.428777,2.8868556,10.409651,
20.459179,30.329794,45.0165,1.0416393,0.43928033,26.302654,
1.0113623,33.81641,0.021888664,3.8748202,10.058599,1.7394668,
2.6605082,17.995638,0.69381356,1.4943687,12.727104,1.7506663,
8.041686,6.4756856,14.032056,17.445087,25.522354,7.328926,
0.5781152,8.4483,23.527248,5.5078197,13.825095,10.399485,
6.74276,3.7326982,19.699299,3.7072682,1.0911597,1.1441339,
3.3285618,15.30185,4.1944923,0.54453707,28.02588,0.9584551,
0.06855237,1.9581978,31.177505,4.374185,52.178623,8.47831,
13.359285,75.76372,5.202073,1.923116,3.9795797,13.356587,
24.045189,7.941121,9.404617,0.04766468,0.6577692,0.27945766,
4.4476,81.97474,11.507979,2.4247901,4.015069,10.591301,
0.19050124,7.2287846,19.889664,0.6668384,4.294882,14.543588,
10.274657,12.17363,18.482483,22.442423,15.811402,13.123439,
15.359588,27.22287,19.085394,2.1958907,1.4986959,15.968666,
12.4137335,11.036652,5.2913847,3.737584,13.14362,1.0027293,
2.3600585,11.1283865,30.349972,22.76347,9.966816,39.249134,
70.15868,7.837431,51.313927,4.7871723,4.8630505,5.5182753,
9.395327,25.402443,19.417028,1.398742,9.666892,0.40296227,
1.4934279,6.377596,37.64094,0.33771306,0.03790814,2.915418,
7.7311754,0.96558905,16.397318,8.877995,2.4472413,29.284254,
21.958218,23.290127,13.262166,0.16755019,19.605408,37.24765,
41.925465,24.110365,44.60213,3.1763353,12.42204,0.016811691,
3.2148638,1.005402,50.460823,20.13855,17.622396,2.5185134,
2.77057,14.196074,25.679438,2.753085,30.734037,1.5830284,
5.536133,5.493552,8.400814,9.518487,5.803297,8.912116,
7.9975476,2.0104663,0.18094695,0.8401927,7.5215106,5.703205,
5.7841177,18.96323,24.22821,8.038263,1.0676476,9.135955,
11.112519,65.260864,5.502464,1.4368634,6.353153,0.44708157,
6.0684214,14.07392,0.050296456,0.07600782,3.2536519,10.8263035,
0.10711288,0.51944834,14.124386,3.1774957,3.7257888,17.67253,
1.1957766,7.6696277,52.16895,1.6847236,21.896164,4.662026,
6.3126364,0.6083596,20.050037,12.62357,2.218216,53.47214,
22.149357,2.6601706,17.157988,0.8469454,3.0180602,0.9380039,
2.450548,16.753038,18.20975,4.15436,19.621546,5.7087173,
7.800986,16.00158,4.300355,18.755075,0.42424247,0.10004043,
1.7185528,11.732344,31.302876,0.053602457,1.64629,25.95774,
15.950796,21.464573,0.8273775,13.000067,3.9492848,12.936043,
10.957139,1.5306506,21.64814,10.14477,8.533631,1.2001263,
2.4421055,12.540131,5.538895,1.0077455,19.081192,4.370859,
6.360089,21.418966,53.717983,0.5676223,3.192217,5.2323465,
9.78201,26.2307,37.4886,4.3601832,8.761794,4.382603,
26.997755,21.230469,1.5679524,5.724801,17.165653,7.3929343,
0.19118166,0.40902084,12.0355,3.2267718,1.322348,22.602465,
7.4823647,18.257519,1.3986113,1.5577521,19.572582,6.7113686,
15.916641,3.5709493,57.995174,1.1893259,2.8979566,12.693676,
1.0248687,0.085557826,6.5808463,3.319278,5.0381317,4.9401464,
9.560295,11.130434,9.319638,3.5783815,12.503852,0.2734845,
0.6201885,16.182228,3.7096574,10.276113,1.8022909,12.431855,
6.5910316,2.1111786,5.597163,0.006888771,2.0953329,12.229871,
4.274237,7.68727,11.027298,15.813292,16.581152,14.235789,
9.142384,72.018074,53.00759,12.9908085,4.1238337,10.428014,
28.588736,45.90824,20.69593,10.2039385,24.677904,9.1350765,
4.26186,21.223545,2.9827037,15.324157,3.8097367,0.5083027,
16.560986,31.446957,13.213878,2.361511,9.576782,13.142957,
8.262148,22.614956,50.900158,23.053062,12.655393,18.809528,
0.2240027,0.0025867333,47.36471,0.05078814,7.007426,5.1115885,
12.971239,5.781476,8.927524,2.2835753,17.411959,2.0047052,
10.586394,3.7133534,11.597575,12.970355,2.7480147,2.152928,
0.54023886,1.8917345,6.328018,2.1835477,7.7909613,8.524521,
8.414761,10.539164,0.928594,0.9477236,9.119914,4.2964025,
13.803177,11.605956,31.384804,4.805206,0.8064649,3.0385036,
8.231906,6.2178636,9.037107,1.9776341,2.8038144,3.3392763,
12.0074415,31.263279,7.6246915,0.71516484,7.0124855,4.5633054,
4.0985107,5.1942577,125.60158,0.8791755,2.3965073,9.161253,
29.739689,9.427575,8.679387,1.8719937,8.512324,13.391142,
13.452019,51.798878,7.763729,0.79660964,1.4917165,9.347397,
51.99779,2.4406013,1.4359897,6.403772,3.2203474,0.8800707,
12.33848,44.56058,5.3222675,3.3366017,9.917337,6.409729,
2.6184947,1.0493423,2.6188521,0.61004037,12.8558,9.3867035,
6.5682306,0.18068875,66.53518,1.4281948,4.6239295,3.1413364,
8.926866,4.693612,7.2288575,14.335645,10.075919,0.9481199,
30.904167,31.85705,118.47256,1.4518249,9.365306,5.329064,
6.547933,6.377583,15.947868,8.817039,19.774158,2.511597,
0.9909695,4.333205,0.84172374,1.9340879,37.73945,33.266613,
26.15794,51.0339,13.768028,7.558574,19.95206,4.5340967,
3.088131,6.4508915,39.837196,0.92317635,23.098932,3.835421,
13.405877,1.6805682,5.0009065,3.3060746,12.830002,1.0266404,
7.4688373,4.276512,7.6409297,13.421686,9.197425,4.7349977,
4.375552,3.504982,80.81131,2.6179793,1.5028327,10.361839,
12.467992,12.246418,10.254418,0.608998,1.2858486,9.4111805,
27.91553,30.056492,42.602104,37.428352,9.341969,0.119063176,
17.529902,3.7943738,15.699805,0.70905936,8.145244,4.0519214,
7.885808,1.7733208,48.83871,1.6905448,0.07090797,4.095604,
14.066844,21.068598,7.4883204,7.9580107,14.088682,6.3217793,
4.917087,30.826187,1.8210859,1.2008413,6.734936,2.393888,
1.9650074,8.547738,17.656162,2.131405,0.5030868,2.7225301,
28.513203,3.559646,59.15812,5.033628,3.1910589,2.613148,
7.603017,41.91181,11.333191,3.6412795,2.2988515,3.4393065,
3.2316976,0.38460702,19.314417,2.5290582,6.699873,1.7779982,
12.877277,12.933013,15.089367,3.0209954,0.21041392,7.3721285,
9.724977,0.6055756,1.7265929,12.059572,8.430186,1.6832511,
8.656832,1.8486383,11.860055,8.115318,4.4136863,2.1314785,
40.582813,3.4932961,21.66566,6.400349,4.4483624,2.0207329,
0.24171834,38.366974,7.7890124,17.617994,4.254113,3.843271,
3.179787,3.0208254,66.74627,3.767246,8.842451,4.843137,
20.37774,6.4382567,6.130355,2.9407678,14.039766,0.35143903,
13.167,12.7326975,10.884806,4.227394,1.9818689,23.89554,
5.535769,5.961849,12.193027,12.858367,3.0724351,10.159784,
1.0906668,6.2301598,19.866335,3.5599735,28.731638,4.1280746,
4.2928643,7.024097,3.5935268,1.9424553,2.5551755,5.55249,
0.7724893,1.5651377,27.699648,3.125363,6.2500234,10.417068,
1.7905478,7.8087573,11.298031,2.5836267,27.969301,9.61809,
15.382531,14.917226,24.0294,6.7194104,3.9541953,23.149237,
4.168336,4.223081,9.835604,3.245055,5.594932,1.8791503,
16.136438,17.538288,9.955017,2.455395,11.213711,8.351882,
1.5280626,26.038374,20.300583,1.7313898,0.87045485,9.487021,
5.6205945,6.499236,21.923082,2.1969352,20.144615,20.613966,
11.131755,11.492186,17.611813,2.2933447,12.128244,5.8111978,
15.831414,30.262793,5.6096945,0.88590515,9.556715,6.102751,
9.83418,9.646681,0.83983046,2.6016057,23.050953,11.571252,
1.0922405,5.5587344,14.678559,2.171975,3.1290274,5.4081054,
13.590662,21.292452,14.84821,2.3738308,16.302086,32.017895,
8.838856,21.386843,31.036922,2.3281379,7.082329,1.3341247,
13.715958,15.938998,44.274326,3.4024158,8.669568,3.8363535,
5.8371716,6.3049192,0.04848184,7.334831,4.4376144,17.588453,
11.021661,26.86583,12.617786,6.3339534,7.8913164,0.20254982,
0.9987634,6.752126,24.678736,1.0504947,6.2891855,12.334104,
7.211362,11.546101,2.2510824,21.762802,10.390259,34.059612,
3.201772,14.001628,16.701462,0.18106818,8.571951,4.653777,
16.448423,32.19601,14.582113,6.247214,0.76690054,19.425068,
0.20548537,52.210182,0.45526803,2.9313674,1.3941216,5.144079,
15.634101,4.161278,13.251923,2.284099,5.2964525,19.054182,
6.275919,23.20227,126.66723,14.83911,13.928861,0.7502091,
0.98679024,5.656813,37.722088,2.130738,1.423508,0.43421566,
8.108414,7.304935,0.69597715,0.10391227,3.3135555,5.964415,
19.777239,41.128067,12.105728,0.71439266,3.5589614,1.3084552,
4.785404,0.07680249,22.760677,1.609113,46.26734,1.4676511,
10.416617,1.8653334,7.502134,2.5426052,2.0938282,7.846813,
1.933057,2.5978892,7.24849,0.2445661,1.0039622,12.38358,
7.942344,11.542362,39.143345,4.166254,26.28174,30.157753,
8.786897,10.600974,20.034395,0.53163636,24.275782,0.0793541,
2.3248804,1.2317028,16.902046,3.1102767,14.723476,0.92542624,
21.906775,2.6124148,17.948002,27.673079,5.963104,6.786546,
24.54755,28.09717,14.72588,6.078843,1.6333934,8.147962,
37.42691,20.92824,36.809856,7.8432255,6.600464,8.438782,
13.358666,0.8060173,11.553846,3.7506802,7.6366534,8.665407,
6.833725,5.465208,5.538623,1.8525838,0.6708765,11.447742,
25.844646,1.443169,105.125534,0.42967093,2.2687752,12.36491,
15.206978,10.176582,8.499072,3.3674476,36.444035,0.13864003,
12.516743,24.078274,49.21067,7.226642,8.988468,1.8796468,
5.428808,23.822653,17.201897,1.4045702,29.212969,3.4177856,
1.1340998,7.9823112,25.178152,0.83933175,3.6498494,14.190212,
4.0390472,40.387794,7.1041985,1.8923619,1.7398707,4.1417985,
11.097,3.1215131,6.4769206,8.936852,11.617995,5.3306994,
15.003412,4.858349,9.0425,0.3658137,3.6435401,3.2220216,
23.130537,3.6357782,17.336353,6.524383,4.524294,
20.67649,,,3.0108864,,
6.6659584,,,4.427049,,
2.9666004,,,19.523209,,
31.060463,,,1.5714344,,
2.8321037,,,13.1936455,,
5.6870947,,,7.382795,,
2.6803622,,,4.2034903,,
2.426588,,,7.223679,,
17.978296,,,0.7512949,,
4.726057,,,5.3506694,,
27.762,,,7.848234,,
9.651967,,,3.7338548,,
20.796795,,,2.4088435,,
0.16735564,,,3.3286638,,
8.756106,,,3.7809176,,
19.50077,,,2.1494255,,
