Inspector 1, Inspector 2C2, Inspector 2C3, Workstation 1,Workstation 2,Workstation 3 
2.7934575,11.035047,31.681425,4.228624,4.5218973,21.048885,
3.3521764,7.5572076,26.549206,0.28574634,14.951258,33.20319,
3.394894,29.620758,5.488953,0.64077264,0.33613712,1.8375468,
20.30805,6.7699804,39.71675,3.4173148,24.924805,0.5938345,
21.199102,6.4488997,1.5120063,2.9206161,2.9816556,12.445085,
4.3298073,0.11960758,19.527203,16.20386,2.2058136,3.0835524,
11.46147,10.9182825,0.8977661,4.1266837,13.7041645,7.456649,
11.914374,32.97337,56.213078,0.9125308,14.9597435,1.5760908,
18.552969,12.581459,55.6625,5.7229567,29.509857,12.652153,
10.381755,7.661833,25.373636,4.7155414,2.5148573,24.570475,
6.6479583,0.55509114,29.591057,0.601842,2.856407,13.360543,
7.604133,9.888169,6.2780094,0.8771303,16.292587,19.198273,
42.685722,17.745901,17.988113,2.189615,4.1091256,3.8949523,
8.771909,21.066818,7.6414213,1.2136681,33.18415,4.217086,
1.2344191,19.27697,2.4066198,4.061531,6.2337747,9.548438,
6.1787896,24.774796,10.316595,0.3927486,3.4643908,4.8758907,
20.961233,6.0957103,10.517551,2.4047523,9.583631,0.64741737,
13.108748,15.112455,10.050671,2.6250622,16.61634,5.740639,
6.014169,6.4628696,14.341634,1.2253603,0.08280591,3.4808514,
17.218374,10.8648815,4.0100207,5.0059433,7.5181403,18.32643,
8.868478,52.63215,13.65493,8.572622,23.409042,9.946186,
49.22811,9.092304,4.9029675,3.1710267,3.773975,5.8746476,
11.1075325,6.7251296,10.67112,6.9380484,36.0934,1.9335148,
0.21739385,28.197084,155.99979,4.2542214,18.502151,7.9354367,
15.809588,4.8968463,11.669351,2.6108022,22.416813,0.67283976,
9.025227,7.8020325,33.218655,5.258318,0.47364837,10.154595,
13.630302,70.2505,47.95235,7.4534707,2.5802789,27.547846,
18.691511,2.8626852,8.696078,4.8086324,0.89144486,6.6113524,
10.281569,1.4793038,4.950743,2.6182604,5.987246,4.717072,
53.82199,4.856799,1.0282036,6.527998,15.797476,0.1351512,
11.73724,22.67717,3.1732402,2.0196495,7.1800737,36.044224,
10.767901,60.94496,32.51356,0.5982853,8.596522,13.144634,
4.195669,3.5205848,12.88433,1.921933,6.1922946,0.47212648,
2.6972556,12.294006,13.451834,3.6680973,9.914619,11.820809,
9.45229,35.55412,8.185968,15.572398,4.1755934,19.876842,
35.52143,3.309938,51.770958,1.0942497,12.656083,4.698538,
0.029362787,57.419563,42.71787,6.497643,6.803377,46.076637,
9.449293,10.245068,0.48014253,2.5103562,2.1217391,10.287058,
22.084316,3.291316,30.321384,6.6595507,3.083959,0.20539895,
6.1715784,1.8400154,9.459836,15.53415,16.082348,0.24184002,
2.4414475,5.348688,2.4275641,4.6751757,11.201331,1.1445215,
0.5751081,1.2626429,16.111696,0.3931772,6.9859776,13.541831,
3.6326473,24.121702,9.954728,2.735187,47.457336,0.29440156,
17.701405,31.256077,44.0139,5.64721,20.187288,0.6591361,
2.5185685,3.8305807,14.987639,10.269691,7.7067933,25.276405,
0.018199041,11.867816,21.02804,2.746156,4.7835965,0.43238118,
0.50846124,71.17886,9.734638,6.2569265,1.5818509,5.093388,
10.016313,40.99799,19.053223,4.171311,3.3735714,2.4543848,
2.1349201,23.85077,0.17434408,1.5999703,9.774826,5.6813025,
1.0152915,22.498615,12.493576,7.7089634,13.898885,8.309675,
5.607081,40.984077,23.906874,0.41195887,20.040882,0.89411795,
1.4350289,15.380536,3.1013024,2.18757,0.4920055,3.7103179,
0.19966434,7.64949,11.671104,0.90851766,19.839458,50.279987,
7.6795692,17.55139,18.179403,2.7132308,42.670113,2.4949732,
5.1944966,3.1135223,15.40449,0.8939905,13.603936,1.4486858,
55.185764,5.0271163,78.8745,2.5788727,13.563171,10.279425,
0.238216,7.8626027,7.5003276,7.686736,4.066596,1.1686767,
3.2557585,14.882728,7.020061,1.6947992,0.5613388,5.2759633,
4.0184307,26.05618,70.3332,14.100726,2.1517045,13.246399,
31.757263,6.431919,18.577448,0.33399105,0.3460528,1.2172301,
6.789853,9.571853,3.366754,2.49923,1.2287639,7.2462473,
19.575022,11.090995,33.882263,5.634183,6.1056457,4.34858,
19.923077,4.541129,18.980247,2.4507782,7.484511,9.943388,
0.835866,27.145035,9.462505,6.383578,18.132416,0.595524,
1.8395556,12.469602,27.726574,2.642515,1.2262772,34.666317,
9.549914,27.101357,55.581516,0.6368688,3.684688,3.2093236,
4.516444,31.799562,9.493956,3.6355505,6.3770146,0.20836172,
22.229055,14.437221,3.3474164,18.505367,12.975171,0.471242,
0.582106,4.621688,18.205694,4.932826,2.1030183,0.84448767,
17.40754,11.281925,45.862305,6.9529667,14.827434,8.415374,
0.068191916,16.355309,26.995262,8.126989,14.318749,14.677724,
15.6309,9.2991,4.7040844,2.5652719,7.1428595,2.7162123,
10.266526,32.79726,9.646211,4.15696,1.9595342,20.991598,
26.68952,4.59006,38.30027,0.9021742,2.0716968,17.980774,
9.643656,32.043644,15.783932,25.500313,44.71094,3.46007,
20.539518,10.548531,23.852428,0.24765202,4.317174,3.523677,
23.312109,13.952934,0.033450827,1.8339252,3.8049242,3.2494879,
7.0181775,10.447398,0.25180113,1.2035091,10.300936,3.1378536,
12.493656,26.994669,16.953665,21.981493,0.7936027,6.6805496,
4.274116,55.93509,26.760008,9.077503,27.172577,0.80151546,
7.5187383,12.3892765,2.6895702,1.2410638,1.5687397,0.8984827,
23.991808,10.226762,25.93247,0.37363687,29.059647,5.4821215,
3.1830328,49.742767,13.174566,4.426145,2.864403,1.7122369,
5.9442596,6.0131254,9.115543,0.6189254,33.577915,3.0450282,
9.155873,0.9065428,3.4534655,8.343321,1.4703326,0.4347169,
1.0749639,16.462193,33.087013,1.3704561,4.2717657,24.781475,
8.182674,9.736585,16.676184,4.558896,9.834852,2.8353257,
0.14759335,1.3157134,26.093452,7.4269824,13.166236,1.1320167,
0.50619453,2.9030495,6.7853136,2.6903408,5.5405416,16.018845,
1.548313,56.47285,30.328705,0.74006236,11.1031275,2.263786,
3.8097358,3.3153846,8.445069,1.334362,2.4856265,19.471817,
0.4040839,39.13019,9.337936,4.513267,10.187829,6.2661085,
6.383446,3.3743856,3.3835726,3.167362,3.8842099,15.823371,
2.1206565,4.4598827,39.099052,2.6755042,3.5330455,8.070107,
6.184199,12.422797,1.6694688,8.653591,15.473404,13.255481,
3.2904644,3.778919,20.302416,1.7897445,28.07587,16.296227,
4.1165366,1.3182303,6.4940166,2.532861,28.584852,5.168861,
19.727106,3.1240244,8.849822,4.8362837,3.0279684,3.785453,
4.4329724,4.311043,2.8113327,10.708169,0.20880897,12.288207,
1.4824806,22.775518,8.480252,14.854952,27.315443,3.4938354,
13.538196,0.30980453,3.9716032,1.051813,3.0767,0.72805506,
16.710926,10.15888,50.27691,1.3411635,15.969485,1.8885462,
2.1942403,51.57519,11.575604,4.310834,2.4527924,21.551973,
3.1835525,0.73246837,9.359437,2.2360547,2.0027492,7.543769,
12.019008,63.047302,35.64123,11.3100395,5.282072,11.214973,
0.083224066,0.8812617,0.07201766,1.8192174,20.093042,1.4064552,
16.064377,4.2768803,43.47098,0.080507696,2.432507,29.745697,
14.43373,26.392958,59.40572,2.4404378,1.5656167,14.609418,
24.596766,10.709692,8.41602,1.2288895,1.3328185,0.40974024,
11.9415865,30.635601,6.2009745,0.25245568,3.0465043,4.0881906,
13.092087,38.916927,158.72658,2.0480313,10.214027,4.8738413,
6.449944,28.550276,6.0469794,0.011304518,4.342596,5.520022,
20.64927,32.276997,29.71549,13.039835,28.456963,44.025177,
57.701866,28.919317,11.790186,8.01326,3.036103,5.820288,
2.0219707,50.926807,4.469936,2.9312341,2.8770118,0.35248998,
0.8926957,10.293964,0.9342975,5.0031276,3.999075,8.068275,
2.2040143,27.86778,13.38994,1.252898,2.1654322,5.2798333,
2.145201,6.0938888,8.088455,0.35301474,5.1242495,4.420558,
4.43683,60.292755,0.6686168,0.03137357,2.5923672,1.4277502,
4.026138,12.452683,21.601934,0.5691289,9.768741,32.293438,
2.7437623,5.7869077,14.713797,16.271381,13.239084,3.1413133,
12.473784,0.57659787,8.995587,2.0753794,20.446455,3.009087,
13.740684,7.216952,0.84977907,9.000957,7.457694,1.9122641,
6.2059126,9.253744,36.768314,4.4167786,14.98469,1.147553,
26.0957,56.547916,35.50927,5.433159,20.597874,13.503317,
6.473043,23.318106,8.11065,2.4728417,8.773083,0.08577914,
6.1182547,7.0144024,68.053215,17.201826,5.1011577,2.1581314,
18.683365,23.919926,22.752514,7.50546,9.704228,6.6009665,
16.672874,50.370934,6.624455,4.6053343,6.385037,19.67546,
6.80849,22.49941,21.683958,0.027530998,0.49221492,13.820215,
5.1705537,2.2026076,9.841597,0.5108847,3.1160696,0.15602805,
0.993724,3.2991767,37.151436,3.1774602,60.37116,11.637013,
10.018947,33.972683,32.204414,11.257293,20.606789,0.48480812,
7.9819975,5.135518,8.656051,1.7946718,13.02297,1.6343201,
3.9315233,4.125579,0.6441029,0.3317669,17.787895,16.924393,
18.319818,0.9944926,4.3251305,2.8988295,4.236348,0.13858357,
20.2479,8.91671,38.013977,2.5377398,17.616207,11.435473,
18.689924,3.6766944,4.8126955,0.6498086,5.007042,6.2218537,
7.0449095,63.927147,28.381311,4.5515814,4.494235,20.857473,
12.721698,0.8640545,11.929795,4.5653224,2.168666,0.27590442,
15.750186,20.086561,10.369202,0.7246918,6.1422806,16.10976,
