Inspector 1, Inspector 2C2, Inspector 2C3, Workstation 1,Workstation 2,Workstation 3 
2.5222325,11.061901,4.403033,0.9963904,12.197486,15.541232,
3.4994817,32.32146,6.6767282,3.622244,11.114694,8.747936,
29.025959,1.6865262,8.789922,8.7581625,3.094323E-4,2.9892426,
3.6345263,35.902386,35.494114,1.8544136,14.2545395,13.20293,
2.293272,33.804977,4.9689107,1.4923671,20.848177,0.48638985,
8.554137,0.7480484,78.137405,0.57872903,4.7944255,18.851604,
15.938176,22.653925,0.42492282,6.3848724,13.480966,13.491631,
25.643618,8.244232,29.827206,3.6217961,0.6809899,2.955103,
27.716173,4.531205,2.871794,22.840155,7.923822,12.289901,
3.6599417,11.011539,10.264801,2.2837384,21.241669,4.4632406,
6.8429604,8.800912,23.700987,19.115578,6.9069376,17.317366,
9.808524,25.97829,22.666918,12.380706,10.252092,6.126305,
10.7075205,7.128607,36.53299,3.5669394,4.3673315,6.6342044,
10.043623,3.61436,17.694252,2.3182642,15.106645,3.2280703,
16.896624,9.749608,19.103607,1.9771563,5.29947,9.300207,
19.745333,6.478199,16.850449,5.125146,16.693996,15.9543915,
10.000733,52.08017,0.10422339,1.3480269,5.5802703,23.414995,
6.615451,1.7058879,17.572716,5.695959,11.634318,1.4608372,
9.1798315,9.259747,9.665499,1.5752764,18.24029,18.714931,
1.6716442,43.98015,3.58576,9.448139,4.37541,2.0724976,
0.76781744,16.100334,15.559613,4.121463,5.732338,5.5800962,
5.7912054,11.987202,4.0427065,3.0471525,5.9126353,9.41623,
4.3350754,6.440002,10.441426,1.8003323,0.45100522,7.574006,
5.717954,29.830347,2.6998198,2.9750412,5.6157928,10.474054,
8.580481,29.052988,47.632393,0.51301455,5.8612413,5.3954926,
0.16712914,2.0315998,64.96311,3.357918,16.14957,8.46779,
24.812828,10.270877,0.9693533,5.708763,11.555379,41.820145,
3.8835468,17.348976,19.961006,0.31185257,2.5070486,3.0661955,
16.94725,0.15375738,65.16197,0.22966506,3.3265965,1.6932871,
3.896735,20.589306,30.259577,3.4647846,3.2134597,12.8341255,
15.133817,11.125507,27.64425,8.9555435,15.733317,10.34899,
2.983877,18.19514,8.373815,0.9775769,1.0591874,11.331747,
12.4064,17.732306,32.580837,4.750227,1.6652099,8.027618,
13.865216,5.448545,6.8465667,2.0959072,8.14562,5.0541453,
2.9826558,23.333237,34.32787,3.1992278,5.323277,4.618628,
4.464188,32.744106,7.361563,4.676455,3.5036561,6.1289577,
7.521151,0.035561066,0.75352496,1.6568043,1.3065692,6.1312594,
2.7468767,0.4743106,9.834631,1.5676879,26.187145,18.841753,
8.096163,5.607361,27.824924,4.328437,8.032258,0.98555803,
6.86316,5.9131484,17.15849,12.768056,8.737356,16.46224,
2.089758,1.6405011,15.195868,1.9201216,7.740739,2.931529,
4.6266503,13.662296,45.430885,5.1839485,5.058529,1.5105895,
23.173227,18.712172,44.836693,0.99072343,13.927731,0.38965815,
10.920465,2.8554785,32.13461,1.7647369,4.6025066,15.9692,
11.256724,14.586413,37.530155,4.095304,13.204133,4.8070555,
11.728478,16.146786,9.776473,0.046255656,14.764969,0.7824025,
4.9421177,26.247873,4.7219706,0.617088,8.549144,19.531647,
8.130783,2.8944728,7.352267,3.981796,1.3352344,1.3476995,
7.3616896,0.05338146,34.39791,1.8025892,12.91638,6.611487,
10.048171,13.72864,15.727247,1.7654952,6.2445087,24.127617,
12.199033,31.466385,18.52105,5.485971,8.465198,7.3220983,
11.979517,73.93708,19.891668,0.73506135,5.4316907,8.436509,
0.37659082,2.5485663,51.190796,4.015067,12.008711,10.922408,
9.390561,36.8146,39.596085,6.518616,13.579297,10.036505,
4.9362583,1.661843,3.666451,10.204605,12.371564,17.286144,
3.7454817,0.42120978,28.260418,0.15381098,3.428694,8.342112,
4.4340644,2.6245494,69.78502,0.10912939,0.5674671,6.2956705,
0.9764963,5.575667,5.926536,7.010068,16.472284,8.724231,
3.322906,52.296677,13.375193,2.5592964,2.8763049,16.736622,
0.33106562,6.8976445,38.481396,5.835826,4.099128,4.3517714,
6.4904695,1.6150514,12.186321,2.4953246,45.03451,3.5272944,
1.4402558,12.015797,0.5386799,5.0249705,1.0051883,22.572426,
5.2872524,81.19986,53.937134,11.785402,10.799744,10.480851,
2.1421263,12.565724,86.30598,1.4166516,0.9861095,0.8240985,
26.999067,51.502647,8.7729025,6.2450156,9.451061,9.599877,
23.546837,31.146286,13.84035,3.232437,2.25443,25.555876,
9.859989,29.037615,0.3536666,3.1129053,13.291922,27.323215,
19.835041,40.652027,3.459638,2.147907,0.361265,2.0501251,
30.222094,0.04933228,15.503382,11.741608,1.8750721,0.03534032,
10.774424,17.573908,19.09143,4.9889655,4.7545013,5.1012263,
20.075611,23.619137,14.105527,3.5227451,14.713877,39.02526,
14.312083,4.9940553,7.949089,4.479747,6.999746,18.999687,
3.0952556,2.2244701,81.65739,0.28191668,20.238028,2.9954884,
5.5367827,32.946358,12.041261,4.8043714,0.2543261,43.20287,
21.599663,18.864166,9.724504,0.46247274,12.752886,12.725808,
4.7826405,5.774828,5.8068213,0.8748442,8.349687,23.68229,
1.0027169,44.164577,2.189358,2.644532,12.053064,9.392634,
4.1124935,37.750393,4.5659084,1.5415426,4.717531,19.729342,
2.9128613,68.34583,0.19792217,1.5282096,17.42288,6.5959377,
4.715112,40.070404,16.710037,1.6522022,8.982487,17.13488,
1.2893926,6.129971,9.946298,5.692834,4.3802633,27.86425,
5.0738535,6.86261,47.919193,6.170786,1.0940716,0.19375288,
16.563377,25.46787,1.5509312,4.6783595,22.333265,18.897324,
6.521706,15.572791,63.607586,0.46669948,2.9808269,42.03161,
43.968197,4.630989,1.5489545,1.1655567,0.65302694,6.0305543,
5.969072,7.8568664,7.4225125,0.96763456,19.29505,15.684145,
0.5456968,14.45564,19.936762,0.13868608,19.675808,24.077538,
7.392902,12.667533,0.07147343,4.2749453,15.073911,8.66696,
0.86303294,1.347394,0.15917528,4.836128,6.053355,3.6210015,
0.58690786,0.121515214,2.985799,1.2954468,12.97558,2.7971594,
30.82985,9.10124,3.1455944,1.8534477,4.2114396,0.13866666,
6.5267825,15.680117,27.777716,6.197695,19.331974,1.2472252,
0.54711235,0.2368893,18.148146,5.8291087,29.485262,16.370583,
4.824503,12.910854,65.93881,7.8141014E-4,6.3267136,3.0444303,
2.8044364,1.7191788,21.116333,4.568522,6.1833076,1.7037915,
16.502316,17.957462,0.75732136,1.0774745,6.4798384,10.15928,
6.650881,2.2968829,28.144194,2.5606065,9.390812,41.09062,
5.709281,17.844292,2.4058998,1.3964381,20.56795,10.722778,
54.03955,7.1649857,11.563614,4.6813316,4.0332823,1.7234215,
4.7269597,0.15731092,31.468935,9.983476,2.4394,3.943118,
12.220775,8.554352,22.80399,0.8519476,0.6838671,1.5041391,
10.207128,6.3900886,2.476456,0.28835276,19.7123,7.6858435,
3.878595,13.096449,5.8469973,8.495821,2.2643273,19.982092,
7.7958736,5.003693,84.11688,17.40102,7.9632287,1.5034524,
6.3389435,25.792238,9.034845,5.6631207,16.272882,2.9697218,
1.1176172,2.8853478,0.035425503,0.09736575,6.4363823,30.384796,
10.125131,2.1547847,1.6824086,2.1779509,5.0540996,5.7540336,
5.5617075,1.6531541,1.0550487,3.7806814,30.406128,4.067822,
28.503687,12.494477,0.5270028,1.1090822,1.9955301,1.612186,
59.367935,46.168118,22.515453,4.2959447,54.542355,10.61082,
35.65558,4.653809,3.28013,8.6936245,2.8737953,11.294145,
21.752277,13.9150915,3.3866155,8.943702,0.53527254,21.07418,
22.382772,10.328773,56.364853,14.452723,17.435303,9.473933,
26.337135,5.7484937,3.9308002,0.12078793,1.8146986,2.6983633,
0.19533437,3.9166937,0.19834931,0.011577169,10.005968,31.249796,
21.930578,17.188545,6.0363026,5.7232323,4.2257957,3.1324258,
4.5575047,43.017784,5.3462048,8.760803,23.889719,8.591373,
8.257049,11.570236,16.669315,6.5190945,15.355909,1.5621542,
6.86929,26.259212,28.336573,0.15136328,8.030011,10.647395,
0.5739302,12.914371,21.981466,0.61796486,25.588514,8.944467,
30.830696,3.0766344,4.256655,4.739198,8.812932,1.9547915,
39.36324,10.670584,43.407635,0.3223011,2.6455932,12.404093,
12.523267,1.5353911,7.36532,1.7223986,13.952633,1.3292292,
0.89847124,1.1214845,22.036903,2.0447571,3.9674437,11.955059,
0.1437865,2.8653755,6.9631515,23.58892,29.86117,12.236102,
3.0258822,10.114281,24.740135,4.250113,7.700214,5.81671,
8.419408,4.4822946,4.242158,4.539442,8.402991,31.416245,
26.545948,19.606226,21.890894,5.9676,0.070125476,5.7604475,
33.037495,42.078465,19.43076,0.9395196,4.611042,18.39485,
14.629102,0.93037844,20.507599,2.2880876,19.849495,24.604124,
3.1974576,9.348575,33.894115,4.996074,3.7374463,0.9381812,
6.8237367,41.86757,4.5320745,21.522688,13.070793,4.453572,
1.1137481,5.286906,5.969868,2.3114574,16.021236,3.3628094,
9.135672,10.730607,7.318363,3.115231,5.267313,3.0023825,
18.246899,18.325647,9.977133,1.8856629,10.397195,5.6873384,
5.7846603,13.631248,12.436562,3.941204,2.6348133,6.527028,
22.089144,4.2018375,22.196295,13.230844,30.572378,8.515938,
9.212462,24.484087,22.607126,5.714726,7.5359864,14.699126,
22.503923,7.6980834,3.500067,5.866929,9.461793,2.904886,
6.7756143,5.1662173,9.876018,0.8014173,31.68057,11.722011,
5.0437307,21.09989,10.517201,0.57969916,9.771086,0.067818165,
33.850796,11.101418,0.13868937,2.5989027,9.33284,28.87947,
4.0438256,20.177155,33.355324,0.6620798,9.574798,1.1214863,
34.76663,1.2261871,30.110056,4.652638,31.749018,5.5495586,
8.910261,28.792433,10.249793,0.26611397,0.038623348,35.080708,
23.92935,1.5445328,1.6292177,5.238536,10.243392,18.200281,
9.879286,4.0725794,9.378552,7.374177,2.7189224,7.0621934,
0.03180803,51.245262,34.525017,3.9697766,16.39016,6.7836432,
5.7058296,24.710657,12.202149,0.2358762,1.6387924,12.533687,
6.112286,7.6276183,17.38374,1.5245941,2.4029436,19.946875,
0.21304701,49.01929,1.3337919,0.7759125,18.338926,1.8776236,
6.3746915,6.3466725,5.80548,0.7739959,10.840122,5.4162865,
21.860323,4.0136642,6.5531325,5.735304,13.996667,2.131077,
7.0817046,11.60943,1.7680647,7.9039345,26.940483,17.187918,
3.533071,38.15291,34.41993,12.486749,10.757471,2.1810427,
7.9607716,4.4128847,4.352917,4.511302,57.830765,52.411854,
23.81475,18.396765,6.7207975,0.02453639,4.877048,11.632365,
27.532328,10.392156,62.15591,0.85827875,0.6622706,13.455486,
1.840285,3.196355,36.243267,9.540459,20.70578,1.4326935,
4.456458,6.6124578,2.4729288,6.8436065,3.98064,21.878136,
23.016283,12.688994,12.9434,4.724134,2.8018048,3.3336601,
7.396093,12.771238,16.097475,6.489556,13.1940365,11.403169,
5.9023743,2.8479826,2.1658506,0.4882652,3.631135,0.9793407,
3.659625,16.86337,52.787624,19.27232,9.879728,7.114598,
2.450824,9.170755,33.39191,18.896982,17.618399,10.735763,
14.848696,2.9851599,15.537553,1.3625733,12.734058,33.213963,
5.334189,6.981229,12.2218,4.981494,25.536375,28.88431,
45.365215,28.001595,17.36863,1.6142293,7.2178483,19.009377,
0.54657996,7.0689387,6.361261,0.37432387,0.81219584,15.521527,
11.039564,6.2664976,1.9387057,10.709099,1.2598954,12.591936,
16.662472,10.549295,15.520967,1.2813746,17.03802,0.9694047,
9.261151,4.2125335,11.141766,0.80363166,2.3438077,4.419291,
14.429431,38.379486,27.89281,10.444925,9.331615,19.208746,
12.6879425,9.823311,30.35337,5.0667067,6.1533885,12.847807,
10.523912,2.4518735,41.39577,1.5032566,3.7304475,1.7252858,
1.161268,34.30106,5.545816,4.558814,10.710861,1.8575407,
10.720144,2.548668,3.8597486,1.7404188,16.277292,1.4912171,
25.933113,22.887964,9.632999,4.0597963,1.9162596,9.460052,
1.7208816,7.3568454,9.190225,1.1063942,2.1885595,1.084595,
0.6953439,19.694395,10.103111,8.915281,16.333553,22.769884,
0.9862327,42.36408,14.148129,6.4726253,7.9993863,6.133692,
1.4604695,20.898453,35.00945,0.27141842,51.350285,5.176931,
4.76221,15.236424,0.92513895,14.633603,10.475634,10.015721,
48.673183,3.8467228,23.135246,12.095515,3.657502,3.4825673,
9.4140835,41.965405,20.52126,0.77024376,3.6566505,6.7195888,
0.98230714,6.0144343,18.746748,7.084609,9.859806,2.8512964,
11.238408,33.820282,57.430996,1.094609,9.233942,0.78090644,
10.462239,17.552805,7.831308,5.5943065,5.11019,3.0606408,
6.281171,8.093904,18.863619,6.8556905,5.20948,14.478117,
4.965786,0.44114742,22.97551,9.396483,6.7991548,2.7122009,
8.891807,6.8248205,35.570126,2.0851042,1.0569421,11.324783,
18.073042,0.279285,19.485525,0.77269053,2.8346534,9.443114,
5.7438397,3.7094283,14.871351,0.44658825,6.7974205,28.777618,
2.7136536,16.007202,1.8699279,2.6722472,5.6381574,1.6708603,
9.8026705,1.2439137,51.21686,10.064034,7.5310273,0.7519187,
2.5153708,45.653496,13.474739,2.9510899,3.023946,3.126602,
10.521387,27.48087,32.114105,1.0465305,27.116,14.080244,
7.0208607,0.7452238,2.9823713,15.856947,34.65992,22.531992,
8.269191,11.797182,20.034254,0.03160237,14.272932,3.9366467,
4.5181737,1.6389493,3.1022184,0.95277077,3.7509456,1.3427213,
3.8232791,0.87444645,1.3602679,14.386857,3.8453813,59.40835,
7.7269583,4.1470885,30.405409,2.7892582,0.611517,2.9521208,
4.3592424,7.277408,8.694523,17.328741,9.414867,19.292141,
1.1289825,8.12305,21.62333,8.210052,18.180012,11.651693,
9.864469,7.158419,7.8536654,8.415139,1.4880745,4.1956816,
12.191424,,8.106216,8.448769,,13.665004,
12.250966,,26.889757,3.500139,,9.329542,
7.676865,,28.1169,1.4143552,,3.8952005,
2.8408005,,8.243556,11.938978,,8.728583,
38.092056,,10.963921,0.9395233,,0.10107395,
1.8413358,,7.0053368,0.44156092,,4.8958364,
35.014496,,32.210747,8.007402,,5.0222363,
14.724794,,30.575186,1.1944846,,5.861186,
6.4238615,,15.882613,0.63866425,,1.0056559,
2.2893121,,1.2335377,6.4438243,,3.1279821,
1.4987948,,16.55485,10.693228,,1.8266758,
2.7722578,,57.426502,2.770079,,
19.293238,,,1.9394696,,
8.072135,,,0.8987345,,
14.149612,,,4.2803607,,
12.146249,,,2.3539467,,
6.2106853,,,5.6176276,,
7.707566,,,1.8628241,,
13.259597,,,3.073812,,
7.3923826,,,3.047664,,
9.452512E-4,,,8.432169,,
2.6880527,,,0.49044383,,
8.819952,,,3.2282908,,
3.9164732,,,5.4437943,,
0.42631635,,,16.406845,,
26.074219,,,5.1111293,,
32.02467,,,3.9022608,,
6.9519534,,,4.958133,,
26.637554,,,0.7343889,,
25.141464,,,10.306589,,
22.946827,,,1.5553603,,
11.883839,,,7.110708,,
0.540663,,,3.522708,,
12.00163,,,6.6690946,,
13.423451,,,2.2061105,,
4.963112,,,6.1244183,,
8.943805,,,1.9464408,,
16.013756,,,1.8092675,,
4.962557,,,3.0273643,,
16.13205,,,2.6020749,,
16.613531,,,6.014738,,
11.141548,,,4.8819747,,
19.493515,,,1.6367358,,
31.739502,,,2.8148422,,
1.9654105,,,14.217755,,
20.69739,,,6.12635,,
1.50252,,,8.712644,,
5.582101,,,4.613945,,
8.590487,,,10.723281,,
2.949956,,,2.710188,,
18.452276,,,0.20282672,,
30.102325,,,1.9629189,,
5.3714304,,,1.0532738,,
59.60624,,,2.1901338,,
9.244748,,,3.2954292,,
8.40262,,,0.4283828,,
6.2790923,,,5.0015783,,
9.359802,,,16.671965,,
12.182528,,,10.59726,,
4.8666334,,,3.5289187,,
20.37029,,,1.4409343,,
7.4007463,,,16.188036,,
2.8078363,,,11.597152,,
21.422298,,,4.787215,,
12.288482,,,4.3430715,,
14.181787,,,5.6347857,,
28.625677,,,7.5563216,,
15.2836,,,5.8263474,,
30.6784,,,2.8255463,,
27.452183,,,5.0873895,,
27.826635,,,5.640294,,
0.6307182,,,1.5001014,,
6.31764,,,2.022582,,
4.242829,,,6.081396,,
0.6896297,,,0.71285003,,
1.0601063,,,4.7154007,,
0.39964008,,,1.1563187,,
9.629979,,,1.7491032,,
16.084053,,,3.7612581,,
13.8755455,,,5.6927104,,
9.527457,,,8.370137,,
1.1615857,,,2.8677678,,
16.615192,,,14.432158,,
18.963959,,,0.89119035,,
4.4812837,,,0.7654147,,
1.3113232,,,3.199997,,
1.6129886,,,3.8475175,,
35.43596,,,1.5209866,,
39.382195,,,1.0889858,,
9.020358,,,0.15634629,,
1.5514572,,,8.700478,,
