Inspector 1, Inspector 2C2, Inspector 2C3, Workstation 1,Workstation 2,Workstation 3 
21.30935,12.129379,12.944172,2.1632106,2.6472356,29.155634,
28.233643,14.060361,8.554188,3.9605365,26.294378,18.20691,
0.04513108,11.249174,34.451736,4.0303683,10.682331,3.3702998,
2.2871299,27.013235,22.774094,0.6160833,16.297651,1.9884628,
13.097164,38.060406,43.30756,5.1104565,1.3084736,0.3842948,
9.177321,4.1033936,9.071794,0.8965389,3.5470917,3.5661519,
7.164735,12.389624,7.1017675,4.970511,0.73560715,16.479702,
10.261543,7.11337,5.1419353,13.065443,6.6359634,8.093228,
4.3779545,9.05925,26.456556,1.2259208,7.0303035,7.1004467,
0.64098465,22.719841,10.141713,1.0817124,9.229228,7.0090785,
28.424698,18.361698,28.097641,5.1064363,4.320537,2.7605717,
6.791617,1.7692947,27.731318,1.8579524,14.92813,23.26307,
12.904363,1.6690125,5.096647,13.242291,5.7880154,9.787359,
2.5349276,127.234665,2.6858058,1.5328165,0.3535423,9.644237,
2.3443027,29.997238,3.5107203,0.14234489,23.772358,10.31004,
12.7687025,11.495331,6.4280744,1.3501918,19.119709,30.513592,
2.0985115,13.460665,0.58247393,13.623168,7.2250795,6.1074114,
0.9869342,5.4016643,2.3001912,1.2599773,0.93974656,13.122556,
10.160691,2.8481774,24.294859,1.325208,11.183879,0.1951416,
16.639631,30.861504,15.680515,0.0202918,48.82594,4.0743647,
2.2548726,2.9280384,10.430568,3.7096226,7.6827774,1.5837923,
14.080903,6.41077,49.724144,0.8295527,13.100227,9.211075,
6.7310696,5.79117,0.60183156,3.7385304,6.9275208,3.3956676,
12.163927,12.112426,5.685103,0.71350527,4.574677,4.8948884,
6.575662,42.912827,54.630238,0.6570118,8.415814,2.0094283,
1.2763247,18.47562,34.827698,4.7436233,2.5765984,0.42666924,
0.4133307,16.081291,15.23065,1.5549948,0.08853073,14.464782,
19.33032,0.32068303,28.995245,2.3080623,24.431929,51.230495,
2.9916291,7.0140696,21.670483,9.661245,23.598999,8.511083,
5.347294,20.184504,28.322529,7.5301547,26.870636,8.491768,
2.3526394,2.4164896,28.08909,2.900565,3.9105198,15.204657,
1.9307499,5.5091176,37.45942,1.4022906,21.080872,17.962212,
27.054163,21.971018,23.095415,1.8248421,19.837929,8.588464,
16.847364,50.957214,7.176351,2.3193204,27.13747,2.424934,
2.0029466,3.1305003,26.698586,3.8798623,62.186367,38.00558,
11.849507,44.193417,25.394363,6.8873315,9.271044,2.3952315,
1.593248,0.91437984,11.950253,6.444199,13.95642,4.64094,
0.20897414,21.361216,44.598392,6.352303,6.2896366,19.348135,
7.7491,1.363204,28.881393,4.2940536,9.848377,9.78409,
6.0738664,9.458402,3.4882774,3.4261105,0.27832603,0.20309971,
25.054861,7.134517,7.813326,2.0354824,3.0374045,25.954552,
14.192058,6.9044685,2.010963,4.5813236,37.01439,3.714693,
1.6896684,12.6746,29.794514,2.6743484,1.5793319,5.007584,
0.12329308,23.75087,2.9428823,5.3410687,2.3881369,6.926166,
14.864485,9.362028,28.04917,4.122043,4.1143994,2.1943455,
9.531445,19.72701,8.829905,7.013764,11.283289,4.60492,
5.8763294,4.927591,11.176013,3.5916748,5.0851007,0.83912295,
2.4115553,8.983237,68.860916,2.0595276,18.890945,1.7699844,
13.655338,21.119282,17.993023,5.0154395,12.768809,2.279747,
2.8765054,27.059483,78.84814,8.484922,14.217607,10.723382,
7.3592343,13.648567,26.733908,2.6838934,2.054084,40.3384,
