Inspector 1, Inspector 2C2, Inspector 2C3, Workstation 1,Workstation 2,Workstation 3 
5.305971,19.627636,9.208987,2.009114,7.927848,45.713818,
68.575966,0.3712867,2.8461838,2.2134583,12.631092,10.155311,
11.984673,12.883909,34.44347,4.9568906,9.425438,12.349243,
0.34533864,7.087905,8.380884,2.6105297,7.570524,12.972676,
21.640108,7.696187,41.04358,0.09417329,11.395621,3.4920542,
14.958146,24.692818,44.244774,2.7426136,5.041219,3.023384,
5.7876945,9.020167,21.07286,3.9334407,2.9726305,13.725188,
2.278001,12.534029,21.089592,5.261178,16.871243,3.5405314,
5.467089,10.019613,62.348648,4.3613367,6.2497945,2.920693,
3.788342,22.78858,10.655107,1.990869,12.371367,4.9582767,
7.1696963,3.8910468,22.195429,4.4259214,1.8068591,4.1463766,
21.568197,4.313358,67.177284,3.1981716,14.095213,0.8964217,
12.428835,24.78498,2.3987827,4.969212,6.840733,2.3813617,
5.632531,27.039124,10.645941,0.9261101,0.9604421,18.39518,
0.35794526,3.5068052,28.313707,7.7441716,11.737664,14.093581,
1.8832273,5.1560187,3.30815,1.6634,0.16086668,0.4260887,
1.3676134,34.77566,2.2999134,11.330238,8.732056,11.508775,
3.42526,7.9194493,16.48286,12.435531,10.030152,2.3133228,
3.7963355,18.073395,25.536383,21.953827,4.211316,4.0815325,
0.7537222,0.7354645,3.08259,0.6887949,2.0341234,4.1811886,
1.4621729,6.9062276,21.045,9.6184845,0.4125918,9.5749235,
7.1496897,19.469501,12.520847,4.9988475,15.871617,6.1309342,
30.860525,12.689301,9.33953,5.111414,8.534607,7.4812164,
13.725043,11.24439,14.728414,8.181044,47.12062,0.9639972,
1.7908597,9.366069,44.225193,2.637686,8.247935,1.9495624,
4.6354427,21.805952,2.1046035,20.66116,41.650917,6.4197183,
27.904007,1.3627895,13.839505,0.940931,15.8866005,22.690735,
4.4671273,15.4393215,44.141754,5.664974,4.871274,11.803379,
11.211084,1.4753013,7.0372796,3.4136815,0.988154,7.2056565,
3.033305,1.8053689,0.8637985,9.500926,13.82399,1.7463268,
22.733555,18.551113,2.4399295,11.493062,6.7078915,1.5374697,
12.201832,1.1207569,4.772775,0.83219296,14.623755,4.4290676,
5.48612,23.84356,0.22200708,3.0357432,16.361973,4.6712284,
20.874182,0.58095026,16.524185,1.6840332,9.415272,4.9054723,
2.881977,2.446367,6.087288,7.2513247,0.3168929,25.708248,
11.556537,22.26307,2.9833078,6.642804,17.003725,7.170688,
23.512634,36.360504,10.924816,2.1959093,1.1600482,3.387972,
12.5990305,3.8359783,60.048912,0.13186148,45.31336,0.1697998,
16.893705,92.07713,14.410824,4.8403273,4.461876,13.892405,
0.021308532,12.229792,21.100456,13.164429,44.45946,5.472288,
8.313147,1.589358,14.431764,1.8566715,20.687965,18.392702,
6.167536,23.53207,9.748686,3.1703236,11.486938,5.1348963,
5.536969,20.473917,28.939623,2.7018943,17.967148,35.10062,
6.8664083,4.3532987,19.904327,3.148471,14.277611,7.223889,
0.017388266,30.214443,5.798926,5.0672693,96.91334,8.561833,
7.5103173,3.2029684,5.2333555,0.6923297,28.540516,1.5250905,
1.2369331,20.780163,23.765097,13.703018,6.139763,9.168715,
8.30146,13.727132,9.0027,7.8392744,18.157045,11.285939,
21.217224,11.068006,10.446116,12.974607,0.87773097,6.7906704,
7.457317,17.68656,4.529388,5.2308984,22.220026,3.015365,
8.34058,4.4375057,19.717955,0.8066717,8.34906,7.5416336,
5.0352716,4.9408145,20.105537,7.3103952,7.8059416,3.9547517,
0.65126854,2.2686327,3.1963418,3.182959,28.263351,4.3569818,
3.085986,4.8336,23.736216,2.1461916,2.144963,5.4021883,
11.289057,3.7646215,9.883025,4.4339457,16.10045,2.0965364,
4.4060454,25.442537,25.397215,14.196798,7.3046103,18.724264,
3.6640098,21.571632,32.04857,0.11502152,6.6737304,2.7997625,
1.1201236,21.621279,4.775875,0.18574454,0.67618644,14.736918,
3.6116211,0.7803908,48.328117,3.8657644,3.958253,8.2332945,
0.5239271,6.1476274,2.3989305,5.520592,8.663453,29.081022,
0.102197275,59.490135,1.8056883,4.6763835,6.2662973,3.7545073,
31.994093,15.9627075,31.519863,1.5103253,6.2675886,0.11409703,
19.819557,3.719588,13.635772,0.93702495,20.617176,2.2390685,
5.0133376,11.411888,2.0185115,10.1456,10.835646,5.875685,
31.344917,7.455983,65.415924,2.6845345,1.4024405,21.011274,
39.307957,14.880905,11.8733835,4.720435,5.917322,13.076148,
1.9053254,10.455764,13.920637,6.975024,5.037166,0.043318942,
3.6229649,3.1251137,2.0299733,3.233427,3.4601233,7.329705,
0.18754926,17.981306,19.803995,3.4864087,15.767599,14.896786,
2.8130822,13.741166,73.8533,0.74362415,17.774761,2.6860187,
8.43239,43.464325,10.473833,1.7778633,11.422772,37.368294,
4.189952,3.167772,1.1060798,1.9284114,0.47706446,12.299338,
4.149734,13.896004,75.63191,1.0127594,26.05839,0.19642867,
17.047663,33.27783,32.871784,4.3132906,0.7296967,5.0776486,
11.886997,28.526089,41.178345,0.18626119,11.395055,20.285849,
12.988809,9.071463,1.7353129,9.103483,19.91372,3.2181582,
2.3441107,10.711164,19.171722,3.815448,3.164744,0.9080836,
0.6932584,44.392563,3.8193908,14.104859,8.834215,2.4669442,
4.491318,4.212878,4.041245,0.48854166,8.867229,0.25218707,
1.8883069,2.1554825,45.46601,6.5741544,8.018,13.461225,
2.4811218,21.731663,24.95664,6.922718,2.62229,2.9411602,
4.474346,14.833519,20.734282,1.5568244,4.127918,1.9148968,
2.1362274,24.732632,20.101807,0.6507151,2.5451136,9.310445,
6.7749434,9.970762,19.779242,1.9817373,18.259031,0.66934353,
2.9600618,9.865861,29.117704,14.619981,2.7199733,18.597008,
0.15801609,7.396127,39.679432,5.8422227,6.5543737,4.1132717,
11.26821,72.7688,18.678698,11.001116,2.7376745,5.1614947,
33.14777,2.1199055,8.811784,3.1652806,6.5729003,2.3303149,
7.9186773,4.5974336,22.990969,8.183112,5.1739926,8.212543,
