Inspector 1, Inspector 2C2, Inspector 2C3, Workstation 1,Workstation 2,Workstation 3 
0.51969385,2.6225803,6.700376,1.0724725,3.8013191,14.516654,
4.0938697,5.5557575,22.64154,0.9171462,4.75437,5.1500907,
2.4446707,18.1168,3.3048744,2.892017,2.7634838,9.05481,
18.272049,9.540608,39.877274,0.606719,1.1892825,2.247462,
1.7941811,9.899535,32.40775,1.103388,11.175365,1.1468612,
20.837934,48.774643,1.1048602,1.4800997,6.0209618,5.329429,
7.843578,9.331617,22.901411,3.8869505,3.3474257,4.7770452,
12.066928,23.32275,58.37944,0.3322117,9.290365,5.77477,
17.825071,15.2058525,29.24598,6.2523265,3.6711543,24.988811,
11.482903,4.9334455,0.15540928,1.9430994,8.830684,7.725209,
5.5124655,4.597432,13.609506,1.641288,7.828746,7.4746785,
0.14499854,8.453324,25.091011,3.4991143,15.651232,0.57250285,
0.92676926,14.465455,36.97288,1.9260789,9.82709,14.583982,
0.5092829,39.8012,5.519557,2.9638796,3.3345962,1.9188651,
4.283937,10.042984,31.054853,1.7945696,32.60465,12.492342,
15.363824,6.129406,55.269024,2.6534636,21.173264,6.3185115,
2.8873148,30.783167,3.387743,3.8703363,9.133064,2.9257846,
5.046828,16.2928,26.658623,6.7216334,3.0186105,3.3014534,
7.5288825,16.869473,17.593746,5.814555,13.229581,11.459584,
12.525013,16.448154,39.7825,2.4613566,37.29515,10.223104,
41.24287,28.811167,35.73733,12.194119,10.648281,7.06449,
9.399169,18.566868,17.21771,3.8500955,0.4125705,5.1983895,
2.9895244,1.0020511,7.5512347,8.848945E-4,17.98429,17.166685,
3.8146725,4.0062594,15.8419285,4.2121964,9.183399,1.2740046,
15.677076,39.32447,10.369924,0.23766118,32.68869,18.21412,
1.537713,17.628525,15.821584,16.350597,0.24607311,32.397514,
6.99702,11.896617,6.4949317,5.822529,21.225693,5.612856,
21.812014,30.556458,2.1312072,1.1597859,17.784695,2.4622414,
10.299103,21.008385,6.8213863,1.441414,13.410016,16.45379,
9.60084,72.30405,1.9538354,0.6511232,6.1664577,14.11488,
6.0002937,5.080802,43.14398,1.4457195,4.5029135,6.9978895,
5.534426,47.122597,27.768667,0.3783471,11.46465,5.7841187,
8.088157,17.706438,11.223147,4.1419635,8.329325,26.339989,
0.30253467,4.7394414,23.234879,2.1142178,6.5675383,3.615877,
5.1377716,45.31462,3.2608688,3.2938464,3.8678055,22.397844,
