Inspector 1, Inspector 2C2, Inspector 2C3, Workstation 1,Workstation 2,Workstation 3 
0.41825032,3.0159442,56.153553,15.374267,25.717896,1.8607881,
7.592288,18.140505,35.470276,6.1148596,0.46443155,1.3262814,
8.683119,23.003922,37.408947,0.4013869,6.30032,0.91621596,
4.0082293,12.317052,17.28866,2.8246415,3.9860036,57.539986,
4.106173,13.835243,4.805954,8.079584,7.6880984,0.7513996,
1.7183036,4.592996,44.157356,1.4868448,27.8755,5.4906516,
28.652557,1.6439638,17.73328,12.321062,13.351982,13.236271,
7.274421,12.595266,15.5892725,1.5431536,12.313375,13.021088,
2.8984964,33.763958,8.137957,2.5149376,1.7447925,17.014341,
15.0614,55.24993,0.97720593,1.559574,8.991381,13.444143,
5.502337,7.324196,6.488254,1.2015845,24.167074,1.5700736,
5.380865,2.1428306,8.652135,9.825932,29.246574,3.0665014,
2.3130744,19.00831,1.3568593,4.4624467,23.028685,0.6135461,
8.955559,37.34928,25.953062,0.3554585,14.876725,5.0094514,
7.3046765,14.334184,3.7958176,5.478194,30.772135,3.9914114,
40.394535,1.8722653,65.721565,7.237282,2.9399588,0.5681878,
7.596285,14.998627,28.776783,2.4396327,41.80653,4.093648,
39.44322,8.872378,9.722682,0.420271,8.795515,1.7707537,
1.0986487,19.943478,9.618411,6.4018006,9.608464,9.095176,
17.263601,6.6817193,13.460762,5.8061156,8.115702,3.2351248,
9.386858,8.754497,17.611757,9.216468,4.374486,1.248616,
5.051389,6.0639744,17.609049,8.724356,39.556335,4.538683,
13.772944,17.801125,36.73226,5.1806026,23.888584,10.693385,
11.066147,35.319786,9.64094,9.009172,6.2078686,4.3717422,
9.9256115,7.360462,3.510452,4.63787,5.175766,0.8886718,
16.060627,11.745048,30.862146,2.824651,3.8986385,13.305548,
4.029996,1.0499051,59.828682,1.4211671,12.42703,3.0156934,
5.1052933,1.8426147,0.032259706,8.248357,2.3394156,1.1698414,
1.53449,42.643692,29.30789,3.5251102,4.7677994,18.27043,
3.3728385,5.422119,3.2114816,5.0804105,19.544018,4.2191215,
12.68493,1.7105354,53.40751,9.795117,1.2362294,13.255275,
20.884132,3.373037,24.679005,1.3444027,10.174435,16.131899,
34.051785,2.6760163,21.452559,1.664291,12.33746,0.56557876,
1.3496538,54.615246,4.205975,1.4299346,17.562449,2.9522307,
3.161617,19.15072,100.32978,0.1565865,20.545313,7.881266,
7.7810354,57.748386,13.081858,3.4365752,13.930415,7.2718234,
10.613537,8.055994,36.8893,0.022710772,7.621415,4.156788,
1.3407229,1.0367031,12.398877,3.9042006,11.394517,9.008588,
4.195143,28.650223,1.2566228,3.4906995,11.069548,2.355962,
12.07064,50.456562,0.55225074,2.155239,7.630659,1.9805977,
3.423787,4.6292534,6.4971137,0.5386807,0.27265492,9.918782,
6.5160666,12.77485,55.570824,0.38830936,2.4625804,30.0129,
5.835675,6.7722588,9.905237,4.957674,17.703064,25.453745,
6.1230326,12.000011,32.62313,3.3104732,14.728359,1.6947904,
3.3812656,4.304553,19.28279,1.232812,7.6296525,36.15673,
3.7024088,1.5247816,3.3285794,1.9956588,6.2013907,5.870472,
2.1431856,24.678566,18.797838,0.7263609,1.2460996,0.48764268,
1.7543668,44.7852,6.321072,0.25388083,1.2698519,24.197836,
0.5830667,2.5740755,63.47366,2.8199134,18.696983,10.6039505,
10.200809,47.71044,2.689619,3.5180502,2.3907766,2.3405688,
7.657218,2.3485827,5.1498547,6.3810544,19.888136,61.94963,
0.019482436,5.357197,13.596157,3.0259852,0.5667538,1.8481842,
14.402848,0.19791017,6.964837,12.468239,3.1031756,17.739496,
26.119553,30.544239,6.109137,6.5354843,0.41829923,0.30182064,
5.9150424,13.184088,6.579552,7.6689944,9.388644,9.655354,
16.97665,41.020103,6.1848598,10.032589,0.645287,2.279431,
2.7062132,13.023361,18.34529,16.728065,6.217533,0.36639872,
4.915003,36.44905,13.579735,0.46733156,7.530628,2.381384,
