Inspector 1, Inspector 2C2, Inspector 2C3, Workstation 1,Workstation 2,Workstation 3 
2.7780187,65.82554,0.62036955,3.1848562,15.551869,11.224105,
28.402378,6.2674694,79.25565,2.4878535,32.961628,6.25187,
4.0074887,10.361332,1.9385436,2.9756126,19.206816,5.2010617,
3.1545982,10.263713,5.5612845,6.0637674,1.3477932,23.29788,
40.487755,3.4747474,9.880619,1.2104832,7.9276557,9.556528,
5.788124,45.98788,36.12613,0.36667874,4.1490917,0.5967695,
10.046811,7.6072736,18.917398,2.507342,7.6377263,2.7427258,
3.769389,12.135219,1.0894107,22.464455,11.594354,2.665524,
4.7957134,16.264784,98.410446,3.2677557,1.0843962,13.167804,
2.848489,8.168578,3.4094076,0.3455877,9.253556,13.33956,
4.9155765,69.448425,24.118631,3.4800613,10.258153,3.7099981,
1.1688814,5.7689095,6.241554,12.573897,13.5205345,8.986876,
1.1946409,15.301424,10.26183,3.352897,21.997719,15.389987,
10.59137,31.089048,5.5914636,3.0171769,5.603106,3.4221864,
36.604942,1.2934766,10.311223,1.2575341,7.2582645,35.856503,
4.1778703,4.9479637,67.25742,3.9401314,10.97053,0.16819331,
9.953947,14.006407,4.720126,0.4938879,3.5322583,22.962889,
0.14843567,10.10275,43.390182,2.9780114,4.44228,3.689736,
3.552862,26.69063,6.998416,0.39466393,4.334426,9.455486,
1.617681,24.433195,90.83644,1.489623,23.804434,1.4794759,
6.044407,4.2308865,50.818623,4.6904125,17.87269,6.9242225,
14.465588,6.6244545,1.512038,0.6266882,2.786419,14.147858,
28.868187,34.097546,10.551907,0.3394254,11.014255,3.2135086,
3.4557981,9.694347,44.489887,3.7602737,10.466133,6.389212,
17.879261,7.3392224,82.77312,1.9351269,8.456311,1.4724352,
1.4258676,2.1239948,5.085826,5.958502,2.654612,4.380065,
31.075918,5.3261847,8.163146,0.8015198,9.915675,1.7544779,
12.744268,10.744684,20.212418,3.4362268,12.513597,6.4847584,
5.000398,22.623652,54.97138,5.4399185,1.1645446,7.5782676,
8.600504,7.6900635,6.8455844,1.915889,0.33693588,8.466031,
11.81585,4.3631096,3.3707922,4.5762715,8.695715,2.9943535,
4.025912,6.3075237,20.0645,10.599495,17.872412,18.075441,
17.993378,12.235879,0.10820134,4.64283,3.1961236,10.033463,
0.032796443,28.607533,48.97731,2.672332,3.238742,3.855381,
0.42702404,15.189963,11.032758,5.0991945,13.190444,1.3751781,
2.0892398,16.446741,61.91627,11.149323,7.493384,1.3488313,
3.3095038,17.486284,24.99779,6.41083,41.27109,3.3192194,
22.240746,57.13354,3.1746902,9.921081,13.182076,20.122135,
24.874844,3.1144185,32.92658,3.1561694,4.994347,4.6350765,
2.7554827,0.2953249,1.012482,0.42117974,1.1995022,10.737042,
24.041006,15.688806,14.124262,1.7112637,18.597607,7.2246327,
24.882515,11.501257,0.5891556,7.677105,4.160519,21.003643,
20.266914,24.719038,12.538912,1.0710901,5.5918403,7.3210244,
9.450771,19.484976,11.162506,0.7563951,8.370646,1.6897529,
8.556661,32.24987,75.72556,2.4486477,11.088203,10.536041,
7.3961797,26.019096,56.172707,2.6984987,3.4886694,4.326773,
13.26306,4.763549,22.607807,17.288805,3.1651037,7.76591,
1.4858978,2.9297829,23.808376,0.69354355,11.844126,3.228413,
7.172443,22.36176,36.14306,1.4375579,4.17888,1.5359051,
12.588709,16.620316,39.767765,2.9845006,3.71473,0.7629639,
33.65584,7.032494,9.290217,2.8221433,20.665237,0.46554792,
4.3906813,8.698493,1.1562997,4.653318,43.927177,10.215732,
15.236327,29.847702,28.221695,1.1183594,18.808544,14.958684,
4.629768,16.511667,33.46672,0.063006066,5.8241568,2.7344315,
5.9686666,11.350637,1.4653474,7.240239,8.706296,16.535664,
3.0757592,10.437179,7.94735,4.934508,6.5612903,18.698305,
4.7795744,29.821589,34.37416,5.5389805,1.9917862,6.071804,
6.5560403,7.988416,9.954337,1.6297399,14.98152,19.459808,
5.5988693,34.008636,3.8028567,5.3089757,15.52451,17.44182,
19.565321,25.688896,20.623043,5.057655,22.219267,4.044021,
7.364881,13.437164,28.03789,0.84717697,2.5001225,21.572775,
5.127466,8.849465,17.89047,1.3039811,6.417304,2.2945476,
6.1700077,4.0246778,11.4925165,6.2464476,2.815648,6.3891406,
10.492126,10.96608,28.609106,0.3330156,17.199173,9.0354185,
0.25880158,1.6054573,1.0173379,1.7838374,21.284636,3.3818965,
39.971878,3.9088025,24.688442,7.5039973,0.4888826,2.4768271,
19.472107,19.361746,9.161986,21.69831,8.893468,10.166685,
13.091479,11.285909,6.513999,0.4117398,27.520546,0.49300343,
42.066673,22.579655,13.721369,1.6933788,3.8114026,0.4864148,
5.3729177,33.68887,10.785497,9.218686,14.627687,10.422892,
14.5035515,21.776329,25.737278,8.413033,9.143556,5.646174,
7.817453,34.08937,26.904108,2.1664486,2.5123394,3.5156624,
14.3837185,46.268085,35.93885,1.3639079,7.792691,9.051141,
0.16011254,24.889994,12.389226,1.2948177,6.5147057,18.344873,
1.4398329,0.22296502,57.236927,1.8263133,0.48236114,0.87222815,
0.5806563,17.065086,23.300442,1.2313409,10.06906,0.8422938,
12.189151,2.0270052,0.6634942,6.352475,3.8529124,10.208035,
5.8935614,46.240074,1.2448431,1.4313568,24.51147,14.824913,
4.8283677,5.260858,10.757419,2.0973113,21.163858,53.20334,
6.4340076,9.135428,0.4032422,3.4733424,12.30094,2.297285,
4.8645964,46.532364,3.546549,6.8745546,12.480877,4.043288,
6.261962,46.515293,14.649224,7.765589,12.976775,4.754406,
14.050325,2.5501094,3.6598814,3.7406821,24.550089,14.007155,
2.8577504,4.4972286,18.189596,0.16304523,3.5857205,10.875007,
5.481754,29.718952,5.1924257,0.05051094,63.93586,12.620209,
2.655859,6.0577884,1.3352507,2.7323644,1.3394659,21.2539,
2.2926602,17.835184,17.772438,8.561418,9.041098,16.260763,
15.3386545,3.0225856,3.2251441,1.0696365,5.522378,2.7440536,
7.844373,33.486958,19.602373,3.2436519,35.52851,3.250025,
9.216391,2.2351077,3.686871,5.6722445,0.7669133,53.926777,
1.0536842,8.606858,0.45759153,2.2551346,2.6466575,9.798596,
9.810879,2.3901381,25.871374,0.16743037,16.356226,0.3193035,
58.589306,2.509242,10.005065,4.894401,0.8998389,35.837673,
6.2152696,34.663174,89.064,1.694359,26.580305,28.553087,
0.45475602,3.3575737,7.7318087,0.1703995,4.4054027,7.791999,
6.570458,31.367537,52.5625,15.447709,1.3369251,30.749893,
3.6322222,2.0149603,16.9981,3.0561059,6.428002,14.372189,
6.8169923,21.966364,6.9614263,1.3402616,16.13103,3.2484148,
45.321594,8.647024,10.277491,3.458555,9.35147,2.213112,
0.08702054,64.57763,17.876135,3.8546836,17.754883,1.8752505,
1.3103667,11.461955,1.7682683,1.4378089,9.497678,1.5988517,
7.1268477,10.466524,20.08634,2.1296554,0.72892916,21.86584,
12.246474,1.9512097,16.965303,8.354334,0.59526795,18.60858,
2.0613308,55.503456,5.998498,8.656914,11.319434,2.1965547,
16.634237,17.441055,15.143919,3.3902316,20.628412,15.010216,
